application_id,gender,age,region,education,employment_type,employment_years,income_monthly,loan_amount,loan_term_months,loan_purpose,interest_rate,emi,emi_to_income,bureau_score,credit_utilization,num_credit_lines,num_inquiries_6m,num_delinquencies_2y,months_since_last_delinq,oldest_account_months,revolving_balance,total_debt,debt_to_income,app_logins_30d,avg_txn_value,num_bounced_payments,default
LN200195,Male,50,Tier-3,Graduate,Contract,,31537.0,132708.0,36,Home-Improvement,18.36,4822.0,0.153,656.0,0.619,5,2,0,,151.0,316077.0,363675.0,0.961,6.0,2758.0,1,0
LN211209,Male,40,Tier-3,Diploma,Gig-Worker,0.0,16828.0,64127.0,36,Vehicle,16.04,2256.0,0.134,629.0,0.292,5,0,2,33.0,45.0,31163.0,58959.0,0.292,14.0,1140.0,0,0
LN208216,Female,32,Metro,Graduate,Self-Employed,16.6,84077.0,730490.0,60,Debt-Consolidation,16.93,18127.0,0.216,657.0,0.53,5,1,2,21.0,94.0,364645.0,1005894.0,0.997,10.0,3237.0,2,0
LN205059,Male,47,Rural,Graduate,Self-Employed,15.6,51459.0,607765.0,48,Home-Improvement,17.51,17698.0,0.344,664.0,0.667,4,0,3,27.0,55.0,122798.0,340049.0,0.551,11.0,3016.0,0,0
LN200802,Female,41,Metro,High-School,Salaried,2.9,22249.0,131823.0,36,Home-Improvement,21.64,5010.0,0.225,621.0,0.545,3,4,0,,58.0,118954.0,229509.0,0.86,10.0,664.0,0,0
LN207762,Male,55,Metro,Diploma,Self-Employed,,49071.0,448508.0,36,Debt-Consolidation,15.84,15733.0,0.321,662.0,0.536,5,3,4,3.0,79.0,336991.0,556349.0,0.945,10.0,2938.0,2,0
LN205715,Male,43,Tier-2,Graduate,Salaried,12.7,56779.0,383034.0,24,Debt-Consolidation,20.33,19557.0,0.344,646.0,0.304,4,1,1,7.0,65.0,163668.0,469892.0,0.69,8.0,1338.0,0,0
LN210316,Male,41,Tier-2,Post-Graduate,Self-Employed,4.6,43691.0,277072.0,60,Education,20.74,7455.0,0.171,604.0,0.716,2,1,3,26.0,79.0,330563.0,404735.0,0.772,6.0,2029.0,1,1
LN202668,Male,55,Tier-3,High-School,Salaried,2.7,23215.0,195198.0,24,Education,17.89,9735.0,0.419,676.0,0.359,8,1,0,,84.0,67143.0,196587.0,0.706,11.0,1486.0,2,0
LN208374,Female,55,Metro,Diploma,Salaried,19.6,49983.0,181609.0,12,Debt-Consolidation,20.53,16869.0,0.337,572.0,0.423,5,0,1,18.0,127.0,167430.0,283208.0,0.472,5.0,1412.0,2,0
LN206598,Male,43,Metro,Diploma,Contract,2.0,36638.0,148858.0,36,Vehicle,20.77,5591.0,0.153,506.0,0.83,4,3,1,12.0,78.0,265145.0,354760.0,0.807,5.0,2168.0,1,1
LN200241,Female,37,Tier-2,Diploma,Salaried,0.8,25103.0,82681.0,36,Education,18.77,3021.0,0.12,601.0,0.559,5,1,1,4.0,87.0,79564.0,142731.0,0.474,9.0,312.0,1,0
LN202068,Male,74,Tier-3,Graduate,Salaried,23.6,55253.0,116170.0,24,Business,20.36,5933.0,0.107,640.0,0.553,4,1,1,19.0,66.0,242863.0,311680.0,0.47,8.0,3980.0,0,0
LN209564,Female,30,Metro,Graduate,Self-Employed,7.2,47513.0,457270.0,48,Debt-Consolidation,19.13,13704.0,0.288,659.0,0.493,2,0,1,28.0,48.0,75933.0,284543.0,0.499,10.0,1688.0,0,0
LN208292,Male,61,Tier-2,Graduate,Salaried,2.7,47853.0,328868.0,24,Debt-Consolidation,21.61,16998.0,0.355,620.0,0.445,4,1,2,14.0,82.0,124495.0,384889.0,0.67,6.0,642.0,1,0
LN210522,Male,38,Metro,Graduate,Self-Employed,0.3,62610.0,313754.0,36,Home-Improvement,21.98,11979.0,0.191,627.0,0.482,5,3,1,29.0,53.0,283501.0,375203.0,0.499,11.0,5504.0,0,0
LN200644,Female,48,Tier-3,Graduate,Contract,1.3,20409.0,66411.0,12,Debt-Consolidation,15.59,6013.0,0.295,722.0,0.125,4,4,0,,161.0,54952.0,77596.0,0.317,11.0,869.0,0,0
LN211275,Male,55,Tier-3,Diploma,Salaried,1.3,29129.0,371009.0,48,Debt-Consolidation,18.08,10914.0,0.375,682.0,0.676,3,0,1,14.0,98.0,236375.0,498899.0,1.427,5.0,426.0,1,0
LN205103,Female,58,Tier-2,Diploma,Salaried,24.9,23437.0,253094.0,60,Home-Improvement,17.84,6405.0,0.273,660.0,0.477,7,5,0,,51.0,282842.0,435612.0,1.549,13.0,2056.0,0,0
LN205460,Female,65,Tier-2,Graduate,Salaried,2.6,42825.0,520691.0,48,Debt-Consolidation,18.45,15418.0,0.36,628.0,0.365,5,4,4,5.0,92.0,105348.0,536315.0,1.044,11.0,2981.0,1,0
LN207205,Male,64,Tier-2,Diploma,Salaried,4.4,40563.0,335310.0,36,Debt-Consolidation,16.49,11870.0,0.293,725.0,0.372,5,3,0,,109.0,76514.0,262628.0,0.54,11.0,1411.0,1,0
LN201637,Female,49,Tier-2,Graduate,Gig-Worker,2.4,25866.0,172461.0,24,Education,18.91,8686.0,0.336,709.0,0.43,5,2,2,34.0,88.0,216700.0,309464.0,0.997,14.0,756.0,0,0
LN207552,Male,74,Tier-2,Post-Graduate,Self-Employed,1.2,80113.0,369358.0,36,Business,22.33,14169.0,0.177,514.0,0.814,5,0,0,,102.0,534323.0,822269.0,0.855,4.0,2225.0,0,0
LN200120,Female,74,Tier-3,Graduate,Salaried,1.6,45047.0,324164.0,24,Medical,17.69,16135.0,0.358,645.0,0.664,6,0,1,10.0,85.0,259335.0,572326.0,1.059,12.0,1451.0,0,0
LN205873,Male,55,Metro,Graduate,Salaried,1.7,69277.0,369854.0,36,Debt-Consolidation,17.41,13262.0,0.191,765.0,0.393,3,2,0,,69.0,172451.0,381118.0,0.458,8.0,2061.0,0,0
LN202981,Male,49,Metro,Graduate,Salaried,6.9,42493.0,222392.0,24,Medical,20.14,11334.0,0.267,690.0,0.307,4,0,1,17.0,74.0,199119.0,323306.0,0.634,16.0,919.0,0,0
LN205069,Male,45,Metro,Post-Graduate,Self-Employed,,95697.0,474191.0,48,Education,18.9,14153.0,0.148,609.0,0.644,4,1,1,28.0,71.0,357735.0,719735.0,0.627,4.0,6497.0,1,0
LN203074,Female,55,Rural,Graduate,Gig-Worker,3.5,24189.0,222669.0,36,Home-Improvement,19.37,8204.0,0.339,594.0,0.868,5,5,3,21.0,45.0,574735.0,772383.0,2.661,6.0,1875.0,1,1
LN210731,Male,37,Metro,Post-Graduate,Contract,0.2,73568.0,443894.0,36,Home-Improvement,19.45,16373.0,0.223,544.0,0.642,4,3,1,12.0,51.0,212683.0,405213.0,0.459,0.0,6053.0,1,1
LN207296,Female,45,Rural,Graduate,Salaried,18.7,21410.0,180526.0,60,Education,17.98,4582.0,0.214,,0.44,5,3,1,32.0,53.0,213155.0,306207.0,1.192,3.0,1537.0,0,0
LN203278,Male,74,Rural,High-School,Salaried,2.5,18924.0,91047.0,24,Business,18.65,4574.0,0.242,619.0,0.305,0,2,1,9.0,73.0,76338.0,154020.0,0.678,13.0,347.0,0,0
LN207131,Female,52,Metro,High-School,Salaried,3.8,21278.0,82137.0,12,Debt-Consolidation,17.12,7496.0,0.352,744.0,0.222,4,0,0,,139.0,46017.0,71503.0,0.28,16.0,786.0,0,0
LN208003,Male,48,Metro,Graduate,Salaried,14.7,37296.0,304367.0,24,Home-Improvement,14.09,14626.0,0.392,613.0,0.622,2,5,3,28.0,47.0,84642.0,283933.0,0.634,5.0,3179.0,0,0
LN202135,Male,47,Rural,Graduate,Contract,0.9,20524.0,188998.0,36,Home-Improvement,19.21,6948.0,0.339,559.0,0.611,3,0,2,35.0,77.0,61313.0,158696.0,0.644,7.0,778.0,1,1
LN210387,Female,45,Tier-3,Diploma,Salaried,0.1,25603.0,52106.0,12,Home-Improvement,19.34,4810.0,0.188,580.0,0.617,5,4,0,,41.0,390127.0,416218.0,1.355,5.0,1618.0,0,0
LN204970,Female,74,Rural,,Contract,8.9,27174.0,161375.0,12,Home-Improvement,20.58,14994.0,0.552,677.0,0.219,6,2,1,27.0,64.0,31314.0,189430.0,0.581,10.0,1959.0,0,0
LN211928,Female,43,Metro,Graduate,Gig-Worker,10.0,23591.0,123113.0,24,Home-Improvement,22.21,6400.0,0.271,626.0,0.811,1,0,1,14.0,44.0,355841.0,464497.0,1.641,12.0,1853.0,1,0
LN200134,Female,54,Metro,Post-Graduate,Contract,1.2,44754.0,107050.0,48,Vehicle,15.45,3004.0,0.067,819.0,0.01,6,3,1,16.0,142.0,3050.0,75186.0,0.14,25.0,878.0,0,0
LN204351,Male,53,Metro,Graduate,Self-Employed,38.0,37435.0,209548.0,36,Education,17.97,7573.0,0.202,606.0,0.766,3,0,1,31.0,46.0,110577.0,282212.0,0.628,5.0,1166.0,0,0
LN207381,Male,31,Tier-2,Graduate,Self-Employed,1.8,71566.0,294029.0,48,Medical,16.01,8334.0,0.116,703.0,0.418,7,1,0,,65.0,300099.0,485207.0,0.565,12.0,2542.0,0,0
LN206915,Female,58,Tier-2,Graduate,Self-Employed,14.7,58828.0,426072.0,24,Home-Improvement,18.67,21409.0,0.364,615.0,0.589,2,1,1,28.0,103.0,277674.0,711342.0,1.008,8.0,1885.0,0,0
LN205324,Male,63,Tier-3,Diploma,Self-Employed,12.1,39447.0,129035.0,12,Education,24.44,12229.0,0.31,561.0,0.774,3,5,1,22.0,42.0,105010.0,165301.0,0.349,1.0,,1,0
LN208423,Female,47,Tier-2,High-School,Salaried,5.6,24668.0,70189.0,24,Business,18.32,3515.0,0.142,569.0,0.522,3,0,1,18.0,44.0,68972.0,128419.0,0.434,7.0,1741.0,2,0
LN211597,Male,60,Tier-2,Post-Graduate,Gig-Worker,3.8,53567.0,285309.0,24,Home-Improvement,16.4,14024.0,0.262,624.0,0.63,2,2,1,26.0,98.0,39834.0,206089.0,0.321,7.0,4651.0,1,1
LN209613,Male,49,Metro,Post-Graduate,Salaried,0.2,104185.0,442594.0,12,Debt-Consolidation,14.89,39925.0,0.383,613.0,0.356,6,0,1,45.0,132.0,206669.0,570995.0,0.457,11.0,9302.0,1,1
LN202559,Male,58,Tier-2,Diploma,Self-Employed,9.7,55207.0,137499.0,12,Debt-Consolidation,19.28,12690.0,0.23,632.0,0.555,1,2,2,19.0,74.0,193905.0,297311.0,0.449,10.0,3474.0,1,1
LN207829,Male,51,Rural,Graduate,Salaried,10.2,29113.0,205895.0,36,Business,18.64,7510.0,0.258,628.0,0.681,5,3,2,29.0,88.0,116293.0,298204.0,0.854,9.0,1152.0,1,0
LN200062,Male,42,Metro,Post-Graduate,Contract,2.4,80928.0,257532.0,24,Vehicle,18.94,12974.0,0.16,543.0,0.466,2,2,1,26.0,55.0,183185.0,332490.0,0.342,11.0,3031.0,3,0
LN209531,Female,45,Tier-2,Post-Graduate,Salaried,11.6,42105.0,269099.0,36,Debt-Consolidation,17.46,9656.0,0.229,688.0,0.3,6,2,0,,153.0,110038.0,318479.0,0.63,12.0,1693.0,0,0
LN209575,Male,41,Metro,Post-Graduate,Self-Employed,0.8,118151.0,820531.0,36,Debt-Consolidation,16.36,28993.0,0.245,758.0,0.349,11,1,0,,72.0,173490.0,879506.0,0.62,16.0,2159.0,0,0
LN211968,Male,53,Tier-2,Graduate,Salaried,2.7,32063.0,79565.0,36,Vehicle,17.28,2848.0,0.089,672.0,0.304,3,0,0,,95.0,153668.0,205269.0,0.534,8.0,737.0,0,0
LN201358,Female,58,Metro,Diploma,Self-Employed,18.8,47509.0,443351.0,48,Vehicle,19.25,13315.0,0.28,740.0,0.421,3,0,1,15.0,100.0,83437.0,527894.0,0.926,12.0,1354.0,0,0
LN208813,Female,44,Tier-2,Graduate,Salaried,0.8,51034.0,537042.0,36,Debt-Consolidation,17.9,19388.0,0.38,626.0,0.35,2,0,0,,74.0,200284.0,662895.0,1.082,8.0,2474.0,0,0
LN208724,Male,53,Tier-2,Graduate,Salaried,2.4,49552.0,482120.0,36,Business,16.4,17045.0,0.344,695.0,0.575,4,3,1,21.0,131.0,267275.0,734591.0,1.235,13.0,2611.0,0,0
LN211357,Female,55,Metro,,Salaried,9.4,99279.0,738560.0,24,Debt-Consolidation,17.85,36818.0,0.371,689.0,0.495,2,0,0,,106.0,93282.0,636699.0,0.534,9.0,8409.0,0,0
LN203697,Male,39,Metro,Diploma,Salaried,0.1,54504.0,448411.0,36,Vehicle,18.8,16392.0,0.301,694.0,0.248,4,0,0,,83.0,59525.0,244196.0,0.373,11.0,3451.0,0,0
LN202467,Female,44,Tier-2,Post-Graduate,Salaried,5.5,60637.0,362834.0,48,Medical,17.55,10573.0,0.174,628.0,0.518,5,2,0,,42.0,281972.0,521213.0,0.716,,,0,0
LN200679,Male,74,Tier-3,High-School,Self-Employed,6.7,22172.0,120835.0,24,Debt-Consolidation,20.56,6183.0,0.279,639.0,0.666,6,2,0,,117.0,480619.0,578635.0,2.175,3.0,1890.0,1,0
LN202041,Female,66,Metro,Post-Graduate,Salaried,5.5,77826.0,267646.0,24,Home-Improvement,19.14,13510.0,0.174,497.0,0.958,3,3,1,39.0,75.0,290589.0,380560.0,0.407,4.0,1405.0,1,0
LN200741,Male,50,Rural,Diploma,Salaried,0.9,24601.0,61402.0,12,Home-Improvement,18.31,5638.0,0.229,610.0,0.742,5,1,5,17.0,64.0,415034.0,448102.0,1.518,5.0,288.0,0,1
LN205307,Male,74,Metro,Post-Graduate,Gig-Worker,2.6,58197.0,595809.0,36,Debt-Consolidation,19.76,22070.0,0.379,584.0,0.711,3,3,2,11.0,59.0,427887.0,1044800.0,1.496,1.0,677.0,2,1
LN206266,Male,66,Tier-2,Graduate,Salaried,8.1,46556.0,301721.0,36,Debt-Consolidation,14.91,10446.0,0.224,707.0,0.3,3,2,0,,137.0,170558.0,322284.0,0.577,,2224.0,1,0
LN208949,Male,46,Tier-2,Post-Graduate,Self-Employed,8.3,76648.0,1046715.0,60,Education,19.81,27621.0,0.36,636.0,0.397,6,3,1,20.0,93.0,270072.0,1329393.0,1.445,9.0,4765.0,0,0
LN203641,Male,33,Rural,Diploma,Salaried,5.1,31701.0,125789.0,36,Home-Improvement,19.51,4643.0,0.146,574.0,0.88,2,4,0,,28.0,323042.0,451573.0,1.187,5.0,502.0,2,0
LN200444,Male,74,Tier-2,Graduate,Salaried,6.2,81477.0,526224.0,24,Business,17.97,26264.0,0.322,603.0,0.419,6,2,0,,141.0,41897.0,324075.0,0.331,24.0,3473.0,0,0
LN209804,Male,51,Metro,Post-Graduate,Contract,0.5,91797.0,250236.0,60,Business,20.49,6698.0,0.073,534.0,0.724,5,3,2,20.0,88.0,485775.0,597024.0,0.542,2.0,4463.0,1,1
LN211197,Male,50,Metro,High-School,Contract,6.4,28756.0,156337.0,48,Debt-Consolidation,20.41,4792.0,0.167,611.0,0.584,4,4,3,11.0,87.0,200711.0,334518.0,0.969,3.0,2413.0,0,1
LN203258,Male,40,Tier-3,Graduate,Gig-Worker,2.6,16651.0,133047.0,24,Home-Improvement,17.27,6595.0,0.396,572.0,0.341,5,0,4,7.0,45.0,88794.0,166450.0,0.833,5.0,342.0,1,1
LN204663,Male,48,Tier-3,Graduate,Self-Employed,3.1,33254.0,108192.0,36,Home-Improvement,19.39,3987.0,0.12,571.0,0.601,4,4,0,,61.0,264536.0,370308.0,0.928,8.0,2496.0,2,1
LN201873,Female,54,Tier-3,Post-Graduate,Salaried,0.6,44153.0,81887.0,12,Business,20.27,7596.0,0.172,683.0,0.518,6,5,1,18.0,106.0,223729.0,301336.0,0.569,11.0,2264.0,0,1
LN204744,Male,63,Metro,High-School,Salaried,4.7,41891.0,414848.0,36,Home-Improvement,17.4,14873.0,0.355,687.0,0.576,2,1,0,,141.0,299446.0,689675.0,1.372,13.0,2913.0,0,0
LN202596,Male,67,Tier-2,Post-Graduate,Contract,0.3,50813.0,386579.0,36,Debt-Consolidation,16.97,13777.0,0.271,776.0,0.405,5,0,0,,134.0,67710.0,244574.0,0.401,11.0,2148.0,0,0
LN201717,Female,54,Metro,Post-Graduate,Self-Employed,9.3,74742.0,558501.0,36,Business,12.9,18791.0,0.251,860.0,0.01,7,0,0,,94.0,5921.0,385183.0,0.429,22.0,5435.0,0,0
LN202912,Male,36,Rural,High-School,Gig-Worker,5.1,10731.0,27800.0,36,Home-Improvement,22.46,1068.0,0.1,434.0,0.887,4,1,1,18.0,54.0,275653.0,299307.0,2.324,4.0,772.0,0,1
LN202843,Male,51,Rural,Post-Graduate,Contract,0.9,13495.0,63174.0,24,Medical,17.74,3146.0,0.233,659.0,0.53,3,3,0,,76.0,108813.0,144423.0,0.892,10.0,464.0,1,0
LN204027,Female,44,Tier-2,Graduate,Salaried,3.7,25314.0,182681.0,36,Debt-Consolidation,18.59,6659.0,0.263,599.0,0.714,6,3,3,12.0,42.0,324516.0,465107.0,1.531,9.0,2154.0,1,0
LN205488,Male,56,Tier-2,Graduate,Self-Employed,5.5,42430.0,426302.0,60,Vehicle,19.23,11113.0,0.262,619.0,0.781,2,3,1,27.0,81.0,119162.0,269272.0,0.529,5.0,1189.0,1,1
LN210869,Female,58,Metro,Diploma,Salaried,3.1,45202.0,473931.0,36,Vehicle,18.47,17246.0,0.382,762.0,0.01,3,0,0,,107.0,5053.0,271518.0,0.501,13.0,1952.0,0,0
LN208024,Male,58,Tier-2,Diploma,Gig-Worker,1.0,86598.0,679516.0,60,Home-Improvement,16.29,16629.0,0.192,662.0,0.356,8,3,1,7.0,82.0,41504.0,481032.0,0.463,14.0,6993.0,0,0
LN207786,Female,64,Metro,Graduate,Salaried,1.9,40434.0,167421.0,24,Debt-Consolidation,18.83,8426.0,0.208,735.0,0.532,6,2,2,19.0,62.0,244357.0,310829.0,0.641,13.0,1245.0,0,0
LN211121,Male,46,Tier-3,Post-Graduate,Self-Employed,8.0,48518.0,95255.0,12,Debt-Consolidation,15.2,8607.0,0.177,730.0,0.423,6,0,0,,135.0,193142.0,282026.0,0.484,15.0,2768.0,0,0
LN206864,Male,53,Metro,Graduate,Salaried,1.4,63589.0,455709.0,24,Education,16.76,22479.0,0.354,708.0,0.331,6,2,0,,113.0,158149.0,298657.0,0.391,6.0,1557.0,0,0
LN200489,Male,59,Rural,Post-Graduate,Contract,1.2,53217.0,294555.0,24,Debt-Consolidation,19.62,14937.0,0.281,579.0,0.442,5,1,3,16.0,105.0,239461.0,337475.0,0.528,8.0,2467.0,2,1
LN200690,Male,67,Rural,Diploma,Salaried,1.8,27080.0,76311.0,12,Debt-Consolidation,16.85,6954.0,0.257,632.0,0.562,6,2,1,30.0,74.0,165393.0,202007.0,0.622,10.0,1871.0,1,0
LN200602,Female,57,Rural,Graduate,Contract,2.2,33882.0,272266.0,36,Debt-Consolidation,19.2,10008.0,0.295,557.0,0.772,3,6,0,,87.0,362124.0,547833.0,1.347,6.0,491.0,0,0
LN201014,Male,74,Rural,Graduate,Gig-Worker,,35472.0,241975.0,24,Vehicle,21.68,12515.0,0.353,572.0,0.728,2,5,3,22.0,124.0,367334.0,570725.0,1.341,4.0,642.0,3,1
LN200869,Male,54,Metro,Graduate,Salaried,2.8,60094.0,284238.0,12,Home-Improvement,16.73,25887.0,0.431,642.0,0.655,6,3,0,,63.0,162995.0,459681.0,0.637,13.0,1261.0,0,0
LN201993,Male,57,Tier-3,Post-Graduate,Salaried,0.8,72475.0,726464.0,48,Home-Improvement,18.5,21530.0,0.297,606.0,0.695,2,3,2,11.0,56.0,293213.0,860407.0,0.989,9.0,2477.0,1,1
LN207610,Female,36,Tier-3,Graduate,Self-Employed,4.3,32171.0,178616.0,12,Education,17.98,16374.0,0.509,663.0,0.332,4,1,0,,115.0,185660.0,322487.0,0.835,13.0,1020.0,1,0
LN205283,Male,51,Tier-2,High-School,Contract,0.2,30430.0,168392.0,48,Vehicle,17.98,4945.0,0.163,660.0,0.653,7,2,1,10.0,84.0,430002.0,560512.0,1.535,11.0,1503.0,1,0
LN204370,Male,39,Tier-2,Graduate,Salaried,0.1,19450.0,60104.0,24,Business,17.83,2996.0,0.154,705.0,0.479,2,1,0,,42.0,206919.0,237029.0,1.016,7.0,204.0,0,0
LN201361,Male,52,Metro,Graduate,Salaried,1.2,37409.0,149663.0,12,Debt-Consolidation,19.59,13835.0,0.37,569.0,0.626,6,3,1,22.0,43.0,146976.0,196665.0,0.438,6.0,1602.0,1,0
LN201526,Male,49,Tier-3,Diploma,Self-Employed,,32866.0,122948.0,48,Education,19.64,3718.0,0.113,620.0,0.428,4,2,0,,116.0,196630.0,228912.0,0.58,7.0,2330.0,1,0
LN201629,Male,36,Tier-3,Graduate,Salaried,7.1,31416.0,222587.0,48,Debt-Consolidation,17.95,6533.0,0.208,648.0,0.442,2,3,2,7.0,47.0,146228.0,237159.0,0.629,6.0,1388.0,1,1
LN201551,Male,62,Tier-3,High-School,Gig-Worker,2.8,16737.0,25000.0,12,Debt-Consolidation,14.83,2254.0,0.135,811.0,0.433,6,0,1,7.0,80.0,259632.0,278353.0,1.386,16.0,827.0,0,1
LN208612,Female,70,Rural,High-School,Self-Employed,3.0,20953.0,75195.0,24,Vehicle,17.73,3744.0,0.179,602.0,0.593,5,2,6,28.0,89.0,37349.0,76453.0,0.304,5.0,1838.0,1,0
LN211652,Male,52,Tier-2,Graduate,Self-Employed,3.7,71847.0,562587.0,36,Business,17.37,20162.0,0.281,709.0,0.531,2,3,0,,86.0,259885.0,832700.0,0.966,13.0,3612.0,0,0
LN201337,Female,37,Metro,Post-Graduate,Contract,7.7,50809.0,275238.0,24,Home-Improvement,18.94,13866.0,0.273,588.0,0.317,4,1,1,23.0,50.0,182048.0,331111.0,0.543,9.0,4130.0,2,0
LN203901,Female,54,Tier-2,High-School,Salaried,3.6,24105.0,100633.0,12,Home-Improvement,18.5,9250.0,0.384,653.0,0.458,4,4,2,26.0,75.0,295351.0,344927.0,1.192,8.0,1351.0,1,0
LN205041,Male,51,Rural,Post-Graduate,Salaried,,43290.0,251678.0,24,Vehicle,14.09,12094.0,0.279,732.0,0.281,8,2,0,,101.0,202780.0,421105.0,0.811,8.0,2316.0,0,0
LN209281,Female,36,Tier-3,Graduate,Self-Employed,5.7,35952.0,329474.0,36,Education,15.27,11465.0,0.319,664.0,0.383,7,3,0,,76.0,166997.0,256107.0,0.594,8.0,2502.0,0,0
LN205039,Female,74,Tier-3,Graduate,Self-Employed,6.9,45324.0,342364.0,24,Business,17.91,17077.0,0.377,742.0,0.197,8,0,2,4.0,113.0,47571.0,239754.0,0.441,9.0,1005.0,0,0
LN202346,Female,60,Rural,Post-Graduate,Salaried,7.2,25586.0,63580.0,36,Vehicle,19.32,2341.0,0.091,636.0,0.594,4,0,2,13.0,91.0,203600.0,262253.0,0.854,7.0,551.0,0,0
LN211162,Male,46,Metro,Post-Graduate,Self-Employed,3.1,71153.0,544086.0,24,Debt-Consolidation,14.94,26365.0,0.371,713.0,0.364,7,1,1,17.0,88.0,114559.0,638792.0,0.748,7.0,4661.0,0,0
LN205485,Female,49,Tier-2,Diploma,Gig-Worker,0.9,15613.0,165956.0,48,Vehicle,19.38,4995.0,0.32,576.0,0.566,4,2,2,22.0,33.0,108810.0,252425.0,1.347,2.0,,1,1
LN210664,Male,47,Rural,Post-Graduate,Contract,7.4,42176.0,152610.0,24,Education,18.45,7652.0,0.181,709.0,0.485,5,1,1,11.0,44.0,64132.0,181230.0,0.358,17.0,2497.0,0,0
LN205694,Female,54,Metro,Post-Graduate,Self-Employed,17.1,63094.0,535938.0,24,Medical,20.41,27384.0,0.434,654.0,0.748,3,3,2,7.0,118.0,444626.0,818263.0,1.081,5.0,2245.0,2,0
LN205119,Male,40,Metro,Graduate,Salaried,9.2,68091.0,513268.0,24,Debt-Consolidation,17.6,25525.0,0.375,745.0,0.224,10,0,0,,99.0,67493.0,248983.0,0.305,16.0,6078.0,0,0
LN205166,Male,61,Metro,High-School,Self-Employed,8.4,38812.0,316311.0,36,Debt-Consolidation,20.93,11906.0,0.307,573.0,0.696,3,2,1,36.0,132.0,423786.0,736696.0,1.582,3.0,970.0,0,0
LN201134,Female,48,Metro,Graduate,Contract,4.2,32782.0,265997.0,24,Business,19.07,13418.0,0.409,636.0,0.493,5,2,0,,127.0,74875.0,274620.0,0.698,11.0,2340.0,0,0
LN204017,Male,49,Metro,Diploma,Salaried,3.1,69594.0,594899.0,24,Medical,18.74,29913.0,0.43,606.0,0.768,2,1,1,13.0,44.0,237273.0,833978.0,0.999,6.0,1934.0,3,0
LN202424,Female,45,Tier-3,Graduate,Salaried,5.8,42365.0,110209.0,48,Medical,19.16,3305.0,0.078,435.0,0.7,0,2,1,29.0,78.0,183369.0,220924.0,0.435,3.0,1241.0,0,0
LN204138,Female,41,Tier-3,Diploma,Salaried,1.0,28204.0,107157.0,36,Debt-Consolidation,19.24,3941.0,0.14,656.0,0.054,7,2,1,17.0,76.0,29442.0,101342.0,0.299,9.0,538.0,0,0
LN200859,Male,74,Metro,Diploma,Salaried,6.5,57741.0,197543.0,12,Business,16.09,17932.0,0.311,818.0,0.01,6,0,1,9.0,91.0,1327.0,137067.0,0.198,21.0,2641.0,0,0
LN202962,Male,46,Rural,Diploma,Salaried,1.8,23204.0,185167.0,36,Debt-Consolidation,18.63,6753.0,0.291,584.0,0.384,5,1,2,12.0,82.0,84922.0,192987.0,0.693,9.0,539.0,2,0
LN208089,Male,53,Rural,Graduate,Self-Employed,12.8,29261.0,125372.0,12,Vehicle,16.13,11383.0,0.389,673.0,0.468,3,1,3,6.0,112.0,31999.0,115697.0,0.329,8.0,774.0,0,0
LN209316,Female,60,Metro,Graduate,Self-Employed,1.0,,327788.0,24,Business,19.75,16643.0,0.208,531.0,0.814,2,3,2,15.0,75.0,207901.0,469914.0,0.49,1.0,1849.0,1,0
LN210294,Male,51,Tier-2,High-School,Salaried,8.9,31766.0,149399.0,24,Business,17.75,7441.0,0.234,565.0,1.0,1,3,1,23.0,30.0,446110.0,598743.0,1.571,3.0,1455.0,1,0
LN210199,Female,62,Metro,Post-Graduate,Salaried,2.0,122009.0,432644.0,36,Medical,17.54,15541.0,0.127,714.0,0.334,6,1,2,36.0,59.0,237654.0,490462.0,0.335,10.0,8734.0,1,0
LN201364,Male,41,Tier-3,Graduate,Contract,8.4,33959.0,112253.0,12,Home-Improvement,17.75,10278.0,0.303,612.0,0.199,3,2,1,16.0,72.0,95949.0,164548.0,0.404,8.0,1485.0,1,0
LN210626,Male,41,Rural,High-School,Salaried,10.1,13143.0,78384.0,60,Vehicle,18.23,2000.0,0.152,516.0,0.562,7,4,1,28.0,74.0,420166.0,448165.0,2.842,5.0,909.0,2,1
LN201779,Male,40,Metro,High-School,Self-Employed,2.1,52369.0,92366.0,12,Home-Improvement,16.31,8394.0,0.16,668.0,0.32,8,1,1,12.0,99.0,225083.0,283379.0,0.451,13.0,3929.0,0,0
LN209054,Female,35,Tier-3,Graduate,Salaried,2.5,24771.0,62329.0,24,Debt-Consolidation,18.88,3138.0,0.127,618.0,0.485,3,1,1,21.0,52.0,202562.0,264735.0,0.891,4.0,555.0,2,0
LN202101,Male,73,Tier-3,Graduate,Contract,3.8,19875.0,152121.0,60,Debt-Consolidation,17.25,3801.0,0.191,700.0,0.443,3,1,0,,86.0,160759.0,242475.0,1.017,12.0,1249.0,0,0
LN201818,Male,52,Tier-3,High-School,Salaried,3.8,16080.0,30146.0,12,Business,21.2,2810.0,0.175,,0.734,4,1,2,39.0,79.0,373927.0,395626.0,2.05,9.0,486.0,0,0
LN200369,Female,74,Tier-2,Graduate,Salaried,4.9,37164.0,69901.0,24,Home-Improvement,17.45,3471.0,0.093,741.0,0.197,5,0,0,,138.0,61741.0,99086.0,0.222,15.0,534.0,0,0
